tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.968	0.772	1.000
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.032	0.000	0.245
ENSG00000101363.8.in	ENSG00000101363.8	405	0.000e+00	0.000e+00	0.775	0.136	1.000
ENSG00000101363.8.out	ENSG00000101363.8	166	0.000e+00	0.000e+00	0.225	0.000	0.866
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.384	0.004	0.993
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.616	0.007	0.996
ENSG00000163867.12.in	ENSG00000163867.12	510	8.710e+00	3.467e+00	0.942	0.736	1.000
ENSG00000163867.12.out	ENSG00000163867.12	260	2.900e-01	2.265e-01	0.058	0.000	0.272
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.841	0.183	0.999
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.159	0.001	0.817
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.061	0.000	0.313
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.939	0.687	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	9.882e-01	5.041e-01	0.017	0.000	0.087
ENSG00000159063.8.out	ENSG00000159063.8	323	4.701e+01	2.955e+01	0.983	0.925	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.840	0.207	0.999
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.160	0.001	0.797
ENSG00000167977.4.in	ENSG00000167977.4	297	0.000e+00	0.000e+00	0.932	0.517	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	0.000e+00	0.000e+00	0.068	0.000	0.483
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.038	0.000	0.284
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.962	0.716	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	0.000e+00	0.000e+00	0.161	0.001	0.860
ENSG00000168137.11.out	ENSG00000168137.11	719	0.000e+00	0.000e+00	0.839	0.140	0.999
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.238	0.003	0.890
