tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	9.610e-01	1.390e+00	0.941	0.564	0.999
ENSG00000170100.9.out	ENSG00000170100.9	176	3.897e-02	9.702e-02	0.059	0.001	0.437
ENSG00000101363.8.in	ENSG00000101363.8	405	8.848e-01	9.573e-01	0.808	0.164	0.994
ENSG00000101363.8.out	ENSG00000101363.8	166	1.152e-01	3.040e-01	0.192	0.007	0.836
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.369	0.007	0.892
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.631	0.108	0.993
ENSG00000163867.12.in	ENSG00000163867.12	510	3.761e+00	3.232e+00	0.902	0.450	0.996
ENSG00000163867.12.out	ENSG00000163867.12	260	2.385e-01	4.020e-01	0.098	0.004	0.552
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.806	0.295	0.996
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.194	0.004	0.705
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.043	0.001	0.232
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.957	0.768	0.999
ENSG00000159063.8.in	ENSG00000159063.8	398	2.343e-01	2.579e-01	0.013	0.000	0.076
ENSG00000159063.8.out	ENSG00000159063.8	323	1.477e+01	2.003e+01	0.987	0.924	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	8.958e-01	7.636e-01	0.866	0.503	0.997
ENSG00000048740.13.out	ENSG00000048740.13	370	1.042e-01	1.234e-01	0.134	0.003	0.497
ENSG00000167977.4.in	ENSG00000167977.4	297	0.000e+00	0.000e+00	0.973	0.865	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	0.000e+00	0.000e+00	0.027	0.000	0.142
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.090	0.003	0.649
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.910	0.351	0.997
ENSG00000168137.11.in	ENSG00000168137.11	776	3.165e+00	1.787e+00	0.277	0.023	0.905
ENSG00000168137.11.out	ENSG00000168137.11	719	7.835e+00	4.775e+00	0.723	0.095	0.977
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.629	0.173	0.983
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.371	0.017	0.830
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.836	0.240	0.987
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.164	0.013	0.760
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.771	0.136	0.979
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.229	0.021	0.876
ENSG00000179915.16.in	ENSG00000179915.16	1810	3.975e-01	9.622e-02	0.127	0.002	0.458
ENSG00000179915.16.out	ENSG00000179915.16	1711	2.603e+00	6.665e-01	0.873	0.543	0.998
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.498	0.024	0.882
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.502	0.118	0.976
ENSG00000104723.16.in	ENSG00000104723.16	429	2.416e+01	2.468e+01	0.955	0.778	0.997
ENSG00000104723.16.out	ENSG00000104723.16	311	8.382e-01	1.181e+00	0.045	0.003	0.223
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.139	0.002	0.580
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.861	0.420	0.998
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.095	0.002	0.369
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.905	0.636	0.998
ENSG00000101955.10.in	ENSG00000101955.10	496	8.142e-01	7.193e-01	0.761	0.215	0.988
ENSG00000101955.10.out	ENSG00000101955.10	319	1.858e-01	2.552e-01	0.239	0.013	0.786
ENSG00000147439.7.in	ENSG00000147439.7	312	0.000e+00	0.000e+00	0.043	0.001	0.309
ENSG00000147439.7.out	ENSG00000147439.7	199	0.000e+00	0.000e+00	0.957	0.691	0.999
ENSG00000251022.2.in	ENSG00000251022.2	2069	1.734e+01	3.673e+00	0.414	0.166	0.668
ENSG00000251022.2.out	ENSG00000251022.2	1986	2.366e+01	5.219e+00	0.586	0.338	0.834
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.033	0.001	0.179
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.967	0.834	0.999
ENSG00000204574.8.in	ENSG00000204574.8	351	0.000e+00	0.000e+00	0.821	0.223	0.995
ENSG00000204574.8.out	ENSG00000204574.8	237	0.000e+00	0.000e+00	0.179	0.006	0.777
ENSG00000123374.6.in	ENSG00000123374.6	477	5.801e-01	5.329e-01	0.544	0.051	0.988
ENSG00000123374.6.out	ENSG00000123374.6	375	4.199e-01	4.907e-01	0.456	0.012	0.949
ENSG00000100796.13.in	ENSG00000100796.13	485	3.016e+00	2.725e+00	0.272	0.029	0.775
ENSG00000100796.13.out	ENSG00000100796.13	329	5.984e+00	7.969e+00	0.728	0.225	0.971
ENSG00000128908.11.in	ENSG00000128908.11	288	8.877e-01	1.351e+00	0.825	0.262	0.998
ENSG00000128908.11.out	ENSG00000128908.11	145	1.123e-01	3.393e-01	0.175	0.002	0.738
ENSG00000181355.16.in	ENSG00000181355.16	491	0.000e+00	0.000e+00	0.561	0.019	0.981
ENSG00000181355.16.out	ENSG00000181355.16	399	0.000e+00	0.000e+00	0.439	0.019	0.981
ENSG00000267470.1.in	ENSG00000267470.1	431	0.000e+00	0.000e+00	0.236	0.016	0.767
ENSG00000267470.1.out	ENSG00000267470.1	301	0.000e+00	0.000e+00	0.764	0.233	0.985
ENSG00000078018.15.in	ENSG00000078018.15	516	1.796e+00	1.525e+00	0.882	0.443	0.997
ENSG00000078018.15.out	ENSG00000078018.15	423	2.042e-01	2.115e-01	0.118	0.003	0.557
ENSG00000204604.5.in	ENSG00000204604.5	3864	5.545e+00	6.288e-01	0.420	0.135	0.825
ENSG00000204604.5.out	ENSG00000204604.5	3746	7.455e+00	8.720e-01	0.580	0.179	0.876
ENSG00000001629.5.in	ENSG00000001629.5	304	5.633e-01	8.120e-01	0.091	0.009	0.294
ENSG00000001629.5.out	ENSG00000001629.5	234	4.437e+00	8.308e+00	0.909	0.706	0.991
ENSG00000253554.1.in	ENSG00000253554.1	218	0.000e+00	0.000e+00	0.350	0.018	0.951
ENSG00000253554.1.out	ENSG00000253554.1	166	0.000e+00	0.000e+00	0.650	0.049	0.982
ENSG00000153113.19.in	ENSG00000153113.19	234	0.000e+00	0.000e+00	0.800	0.373	0.996
ENSG00000153113.19.out	ENSG00000153113.19	150	0.000e+00	0.000e+00	0.200	0.004	0.646
ENSG00000152969.12.in	ENSG00000152969.12	511	0.000e+00	0.000e+00	0.050	0.001	0.254
ENSG00000152969.12.out	ENSG00000152969.12	455	0.000e+00	0.000e+00	0.950	0.747	1.000
ENSG00000164116.12.in	ENSG00000164116.12	535	0.000e+00	0.000e+00	0.115	0.002	0.531
ENSG00000164116.12.out	ENSG00000164116.12	441	0.000e+00	0.000e+00	0.885	0.500	0.998
ENSG00000177294.6.in	ENSG00000177294.6	277	0.000e+00	0.000e+00	0.211	0.006	0.727
ENSG00000177294.6.out	ENSG00000177294.6	217	0.000e+00	0.000e+00	0.789	0.273	0.994
