tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	3.267e+00	1.738e+00	0.736	0.389	0.986
ENSG00000170100.9.out	ENSG00000170100.9	176	7.332e-01	6.715e-01	0.264	0.014	0.611
ENSG00000101363.8.in	ENSG00000101363.8	405	8.754e+00	3.484e+00	0.940	0.670	1.000
ENSG00000101363.8.out	ENSG00000101363.8	166	2.460e-01	2.388e-01	0.060	0.000	0.330
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.094	0.000	0.813
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.906	0.187	1.000
ENSG00000163867.12.in	ENSG00000163867.12	510	0.000e+00	0.000e+00	0.585	0.013	1.000
ENSG00000163867.12.out	ENSG00000163867.12	260	0.000e+00	0.000e+00	0.415	0.000	0.987
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.885	0.254	1.000
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.115	0.000	0.746
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.036	0.000	0.221
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.964	0.779	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	3.557e-02	1.440e-02	0.004	0.000	0.036
ENSG00000159063.8.out	ENSG00000159063.8	323	6.964e+00	3.476e+00	0.996	0.964	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.811	0.146	1.000
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.189	0.001	0.858
ENSG00000167977.4.in	ENSG00000167977.4	297	2.908e+00	1.578e+00	0.958	0.738	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	9.249e-02	7.273e-02	0.042	0.000	0.265
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.040	0.000	0.327
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.960	0.692	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	5.736e-01	1.191e-01	0.014	0.000	0.075
ENSG00000168137.11.out	ENSG00000168137.11	719	3.643e+01	8.167e+00	0.986	0.929	1.000
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.237	0.001	0.914
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.763	0.086	0.999
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.582	0.021	0.997
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.418	0.003	0.983
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.409	0.003	0.986
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.591	0.014	0.997
ENSG00000179915.16.in	ENSG00000179915.16	1810	1.536e-01	1.368e-02	0.018	0.000	0.190
ENSG00000179915.16.out	ENSG00000179915.16	1711	7.846e+00	7.392e-01	0.982	0.812	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.089	0.000	0.799
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.911	0.201	1.000
ENSG00000104723.16.in	ENSG00000104723.16	429	0.000e+00	0.000e+00	0.684	0.011	1.000
ENSG00000104723.16.out	ENSG00000104723.16	311	0.000e+00	0.000e+00	0.316	0.000	0.989
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.087	0.000	0.721
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.913	0.298	1.000
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.053	0.000	0.457
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.947	0.543	1.000
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.549	0.004	0.999
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.451	0.001	0.996
ENSG00000147439.7.in	ENSG00000147439.7	312	3.088e-01	1.595e-01	0.012	0.000	0.073
ENSG00000147439.7.out	ENSG00000147439.7	199	1.669e+01	1.352e+01	0.988	0.931	1.000
ENSG00000251022.2.in	ENSG00000251022.2	2069	7.539e+01	5.874e+00	0.771	0.342	0.972
ENSG00000251022.2.out	ENSG00000251022.2	1986	2.161e+01	1.754e+00	0.229	0.029	0.658
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.046	0.000	0.362
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.954	0.638	1.000
ENSG00000204574.8.in	ENSG00000204574.8	351	4.757e+00	2.184e+00	0.934	0.604	1.000
ENSG00000204574.8.out	ENSG00000204574.8	237	2.434e-01	1.656e-01	0.066	0.000	0.408
ENSG00000123374.6.in	ENSG00000123374.6	477	8.502e-01	2.873e-01	0.829	0.257	1.000
ENSG00000123374.6.out	ENSG00000123374.6	375	1.498e-01	6.440e-02	0.171	0.000	0.762
ENSG00000100796.13.in	ENSG00000100796.13	485	4.586e-01	1.524e-01	0.033	0.000	0.166
ENSG00000100796.13.out	ENSG00000100796.13	329	9.541e+00	4.675e+00	0.967	0.837	1.000
ENSG00000128908.11.in	ENSG00000128908.11	288	1.079e+01	6.039e+00	0.964	0.800	1.000
ENSG00000128908.11.out	ENSG00000128908.11	145	2.104e-01	2.339e-01	0.036	0.000	0.200
ENSG00000181355.16.in	ENSG00000181355.16	491	0.000e+00	0.000e+00	0.316	0.000	0.989
ENSG00000181355.16.out	ENSG00000181355.16	399	0.000e+00	0.000e+00	0.684	0.011	1.000
ENSG00000267470.1.in	ENSG00000267470.1	431	0.000e+00	0.000e+00	0.253	0.001	0.977
ENSG00000267470.1.out	ENSG00000267470.1	301	0.000e+00	0.000e+00	0.747	0.024	0.999
ENSG00000078018.15.in	ENSG00000078018.15	516	2.837e+00	8.863e-01	0.936	0.685	1.000
ENSG00000078018.15.out	ENSG00000078018.15	423	1.629e-01	6.209e-02	0.064	0.000	0.320
ENSG00000204604.5.in	ENSG00000204604.5	3864	7.228e+00	3.015e-01	0.083	0.005	0.337
ENSG00000204604.5.out	ENSG00000204604.5	3746	7.777e+01	3.347e+00	0.917	0.663	0.995
ENSG00000001629.5.in	ENSG00000001629.5	304	0.000e+00	0.000e+00	0.053	0.000	0.696
ENSG00000001629.5.out	ENSG00000001629.5	234	0.000e+00	0.000e+00	0.947	0.344	1.000
ENSG00000253554.1.in	ENSG00000253554.1	218	0.000e+00	0.000e+00	0.093	0.000	0.844
ENSG00000253554.1.out	ENSG00000253554.1	166	0.000e+00	0.000e+00	0.907	0.190	1.000
ENSG00000153113.19.in	ENSG00000153113.19	234	2.000e+00	1.378e+00	0.418	0.050	0.929
ENSG00000153113.19.out	ENSG00000153113.19	150	2.000e+00	2.149e+00	0.582	0.079	0.950
ENSG00000152969.12.in	ENSG00000152969.12	511	0.000e+00	0.000e+00	0.095	0.000	0.865
ENSG00000152969.12.out	ENSG00000152969.12	455	0.000e+00	0.000e+00	0.905	0.166	1.000
ENSG00000164116.12.in	ENSG00000164116.12	535	0.000e+00	0.000e+00	0.071	0.000	0.861
ENSG00000164116.12.out	ENSG00000164116.12	441	0.000e+00	0.000e+00	0.929	0.139	1.000
ENSG00000177294.6.in	ENSG00000177294.6	277	0.000e+00	0.000e+00	0.266	0.001	0.996
ENSG00000177294.6.out	ENSG00000177294.6	217	0.000e+00	0.000e+00	0.734	0.004	0.999
ENSG00000118762.3.in	ENSG00000118762.3	402	0.000e+00	0.000e+00	0.596	0.014	1.000
ENSG00000118762.3.out	ENSG00000118762.3	281	0.000e+00	0.000e+00	0.404	0.000	0.986
ENSG00000138613.9.in	ENSG00000138613.9	362	2.660e-01	1.184e-01	0.008	0.000	0.061
ENSG00000138613.9.out	ENSG00000138613.9	298	2.773e+01	1.500e+01	0.992	0.939	1.000
ENSG00000125686.7.in	ENSG00000125686.7	345	1.274e-01	5.951e-02	0.012	0.000	0.091
ENSG00000125686.7.out	ENSG00000125686.7	186	5.873e+00	5.089e+00	0.988	0.910	1.000
ENSG00000172456.12.in	ENSG00000172456.12	258	8.981e-01	5.611e-01	0.845	0.316	0.999
ENSG00000172456.12.out	ENSG00000172456.12	137	1.019e-01	1.199e-01	0.155	0.001	0.687
ENSG00000143842.10.in	ENSG00000143842.10	929	0.000e+00	0.000e+00	0.690	0.027	1.000
ENSG00000143842.10.out	ENSG00000143842.10	709	0.000e+00	0.000e+00	0.310	0.000	0.974
ENSG00000124782.15.in	ENSG00000124782.15	3874	0.000e+00	0.000e+00	0.756	0.071	1.000
ENSG00000124782.15.out	ENSG00000124782.15	3709	0.000e+00	0.000e+00	0.244	0.000	0.929
ENSG00000146839.14.in	ENSG00000146839.14	485	0.000e+00	0.000e+00	0.506	0.007	0.998
ENSG00000146839.14.out	ENSG00000146839.14	313	0.000e+00	0.000e+00	0.494	0.002	0.993
ENSG00000070081.11.in	ENSG00000070081.11	343	1.827e-01	8.588e-02	0.009	0.000	0.078
ENSG00000070081.11.out	ENSG00000070081.11	239	1.382e+01	9.319e+00	0.991	0.929	1.000
ENSG00000172987.8.in	ENSG00000172987.8	508	0.000e+00	0.000e+00	0.836	0.126	1.000
ENSG00000172987.8.out	ENSG00000172987.8	334	0.000e+00	0.000e+00	0.164	0.000	0.901
ENSG00000132356.7.in	ENSG00000132356.7	458	0.000e+00	0.000e+00	0.821	0.134	1.000
ENSG00000132356.7.out	ENSG00000132356.7	370	0.000e+00	0.000e+00	0.179	0.000	0.873
ENSG00000237773.1.in	ENSG00000237773.1	490	0.000e+00	0.000e+00	0.196	0.000	0.892
ENSG00000237773.1.out	ENSG00000237773.1	348	0.000e+00	0.000e+00	0.804	0.134	1.000
ENSG00000134744.9.in	ENSG00000134744.9	384	0.000e+00	0.000e+00	0.880	0.216	1.000
ENSG00000134744.9.out	ENSG00000134744.9	206	0.000e+00	0.000e+00	0.120	0.000	0.785
ENSG00000163714.13.in	ENSG00000163714.13	214	7.260e-02	5.468e-02	0.003	0.000	0.027
ENSG00000163714.13.out	ENSG00000163714.13	149	1.893e+01	2.048e+01	0.997	0.976	1.000
ENSG00000055483.15.in	ENSG00000055483.15	524	0.000e+00	0.000e+00	0.249	0.001	0.953
ENSG00000055483.15.out	ENSG00000055483.15	430	0.000e+00	0.000e+00	0.751	0.047	0.999
ENSG00000119778.10.in	ENSG00000119778.10	433	0.000e+00	0.000e+00	0.242	0.001	0.974
ENSG00000119778.10.out	ENSG00000119778.10	245	0.000e+00	0.000e+00	0.758	0.030	0.999
ENSG00000204634.8.in	ENSG00000204634.8	344	0.000e+00	0.000e+00	0.427	0.002	0.990
ENSG00000204634.8.out	ENSG00000204634.8	186	0.000e+00	0.000e+00	0.573	0.010	0.998
ENSG00000100106.15.in	ENSG00000100106.15	4478	4.137e+00	1.489e-01	0.410	0.002	0.988
ENSG00000100106.15.out	ENSG00000100106.15	4363	5.863e+00	2.166e-01	0.590	0.014	0.998
ENSG00000111859.12.in	ENSG00000111859.12	686	0.000e+00	0.000e+00	0.075	0.000	0.689
ENSG00000111859.12.out	ENSG00000111859.12	610	0.000e+00	0.000e+00	0.925	0.318	1.000
ENSG00000145063.10.in	ENSG00000145063.10	638	0.000e+00	0.000e+00	0.049	0.000	0.467
