tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	1.188e+01	7.721e+00	0.983	0.921	1.000
ENSG00000170100.9.out	ENSG00000170100.9	176	1.240e-01	1.388e-01	0.017	0.000	0.079
ENSG00000101363.8.in	ENSG00000101363.8	405	0.000e+00	0.000e+00	0.723	0.118	0.998
ENSG00000101363.8.out	ENSG00000101363.8	166	0.000e+00	0.000e+00	0.277	0.002	0.884
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.232	0.003	0.907
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.768	0.093	0.997
ENSG00000163867.12.in	ENSG00000163867.12	510	0.000e+00	0.000e+00	0.616	0.073	0.994
ENSG00000163867.12.out	ENSG00000163867.12	260	0.000e+00	0.000e+00	0.384	0.006	0.929
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.868	0.522	1.000
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.132	0.000	0.478
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.076	0.000	0.574
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.924	0.489	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	4.186e-01	2.072e-01	0.007	0.000	0.057
ENSG00000159063.8.out	ENSG00000159063.8	323	4.758e+01	2.902e+01	0.993	0.945	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.702	0.110	0.999
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.298	0.001	0.892
ENSG00000167977.4.in	ENSG00000167977.4	297	1.904e+00	1.263e+00	0.936	0.583	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	9.590e-02	9.215e-02	0.064	0.000	0.417
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.087	0.000	0.682
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.913	0.321	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	1.138e+00	2.889e-01	0.021	0.001	0.116
ENSG00000168137.11.out	ENSG00000168137.11	719	4.986e+01	1.366e+01	0.979	0.884	0.999
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.215	0.001	0.969
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.785	0.035	0.999
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.563	0.024	0.986
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.437	0.014	0.976
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.372	0.005	0.957
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.628	0.043	0.995
ENSG00000179915.16.in	ENSG00000179915.16	1810	1.102e-01	1.199e-02	0.035	0.000	0.270
ENSG00000179915.16.out	ENSG00000179915.16	1711	2.890e+00	3.327e-01	0.965	0.735	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.029	0.000	0.250
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.971	0.750	1.000
ENSG00000104723.16.in	ENSG00000104723.16	429	3.453e+01	1.586e+01	0.946	0.734	1.000
ENSG00000104723.16.out	ENSG00000104723.16	311	1.467e+00	9.292e-01	0.054	0.000	0.275
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.262	0.002	0.880
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.738	0.121	0.998
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.128	0.000	0.632
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.872	0.373	1.000
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.635	0.035	0.996
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.365	0.004	0.966
ENSG00000147439.7.in	ENSG00000147439.7	312	3.332e-01	2.103e-01	0.037	0.000	0.178
ENSG00000147439.7.out	ENSG00000147439.7	199	5.667e+00	5.610e+00	0.963	0.822	1.000
ENSG00000251022.2.in	ENSG00000251022.2	2069	0.000e+00	0.000e+00	0.326	0.000	0.911
ENSG00000251022.2.out	ENSG00000251022.2	1986	0.000e+00	0.000e+00	0.674	0.089	1.000
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.142	0.000	0.658
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.858	0.382	1.000
ENSG00000204574.8.in	ENSG00000204574.8	351	0.000e+00	0.000e+00	0.869	0.104	1.000
ENSG00000204574.8.out	ENSG00000204574.8	237	0.000e+00	0.000e+00	0.131	0.000	0.896
