tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.862	0.402	0.998
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.138	0.002	0.613
ENSG00000101363.8.in	ENSG00000101363.8	405	0.000e+00	0.000e+00	0.634	0.110	0.991
ENSG00000101363.8.out	ENSG00000101363.8	166	0.000e+00	0.000e+00	0.366	0.012	0.913
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.341	0.017	0.948
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.659	0.055	0.983
ENSG00000163867.12.in	ENSG00000163867.12	510	0.000e+00	0.000e+00	0.802	0.185	0.997
ENSG00000163867.12.out	ENSG00000163867.12	260	0.000e+00	0.000e+00	0.198	0.003	0.817
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.839	0.208	0.998
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.161	0.002	0.798
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.076	0.000	0.554
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.924	0.503	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	1.654e-01	1.200e-01	0.012	0.000	0.089
ENSG00000159063.8.out	ENSG00000159063.8	323	1.083e+01	9.689e+00	0.988	0.911	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.858	0.224	0.999
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.142	0.001	0.776
ENSG00000167977.4.in	ENSG00000167977.4	297	0.000e+00	0.000e+00	0.929	0.547	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	0.000e+00	0.000e+00	0.071	0.000	0.462
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.132	0.000	0.801
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.868	0.216	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	3.230e+00	1.202e+00	0.194	0.001	0.873
ENSG00000168137.11.out	ENSG00000168137.11	719	1.277e+01	5.130e+00	0.806	0.127	0.999
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.330	0.003	0.964
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.670	0.036	0.997
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.572	0.012	0.993
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.428	0.007	0.988
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.333	0.002	0.943
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.667	0.059	0.998
ENSG00000179915.16.in	ENSG00000179915.16	1810	8.072e-01	1.288e-01	0.025	0.000	0.176
ENSG00000179915.16.out	ENSG00000179915.16	1711	3.019e+01	5.097e+00	0.975	0.824	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.076	0.000	0.493
