tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.870	0.297	1.000
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.130	0.000	0.708
ENSG00000101363.8.in	ENSG00000101363.8	405	8.584e-01	1.732e-01	0.764	0.191	0.999
ENSG00000101363.8.out	ENSG00000101363.8	166	1.416e-01	6.971e-02	0.236	0.001	0.821
ENSG00000002746.10.in	ENSG00000002746.10	632	6.359e-01	8.221e-02	0.096	0.000	0.757
ENSG00000002746.10.out	ENSG00000002746.10	397	4.364e+00	8.981e-01	0.904	0.243	1.000
ENSG00000163867.12.in	ENSG00000163867.12	510	3.158e+01	5.059e+00	0.975	0.901	0.999
ENSG00000163867.12.out	ENSG00000163867.12	260	4.228e-01	1.329e-01	0.025	0.001	0.100
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.777	0.202	1.000
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.223	0.000	0.798
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.064	0.000	0.605
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.936	0.395	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	2.644e-01	5.428e-02	0.002	0.000	0.015
ENSG00000159063.8.out	ENSG00000159063.8	323	8.974e+01	2.270e+01	0.998	0.985	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	7.448e-01	1.184e-01	0.711	0.118	1.000
ENSG00000048740.13.out	ENSG00000048740.13	370	2.552e-01	5.636e-02	0.289	0.001	0.882
ENSG00000167977.4.in	ENSG00000167977.4	297	2.687e+01	7.392e+00	0.993	0.949	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	1.309e-01	5.217e-02	0.007	0.000	0.055
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.182	0.000	0.967
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.818	0.033	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	0.000e+00	0.000e+00	0.421	0.001	0.997
ENSG00000168137.11.out	ENSG00000168137.11	719	0.000e+00	0.000e+00	0.579	0.003	0.999
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.537	0.002	0.999
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.463	0.001	0.998
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.766	0.165	0.994
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.234	0.006	0.844
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.490	0.027	0.964
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.510	0.036	0.973
