tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.968	0.670	1.000
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.032	0.000	0.330
ENSG00000101363.8.in	ENSG00000101363.8	405	0.000e+00	0.000e+00	0.680	0.034	0.994
ENSG00000101363.8.out	ENSG00000101363.8	166	0.000e+00	0.000e+00	0.320	0.006	0.966
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.254	0.001	0.875
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.746	0.125	0.999
ENSG00000163867.12.in	ENSG00000163867.12	510	2.694e+00	1.519e+00	0.841	0.264	0.993
ENSG00000163867.12.out	ENSG00000163867.12	260	3.059e-01	3.383e-01	0.159	0.007	0.736
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.935	0.622	1.000
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.065	0.000	0.378
ENSG00000169136.4.in	ENSG00000169136.4	720	2.069e-01	8.263e-02	0.058	0.001	0.527
ENSG00000169136.4.out	ENSG00000169136.4	555	2.793e+00	1.447e+00	0.942	0.473	0.999
ENSG00000159063.8.in	ENSG00000159063.8	398	2.265e-01	1.637e-01	0.028	0.000	0.297
ENSG00000159063.8.out	ENSG00000159063.8	323	6.773e+00	6.030e+00	0.972	0.704	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.902	0.433	1.000
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.098	0.000	0.603
ENSG00000167977.4.in	ENSG00000167977.4	297	0.000e+00	0.000e+00	0.933	0.656	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	0.000e+00	0.000e+00	0.067	0.000	0.346
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.043	0.000	0.346
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.957	0.654	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	6.295e-01	2.333e-01	0.059	0.003	0.259
ENSG00000168137.11.out	ENSG00000168137.11	719	9.370e+00	3.747e+00	0.941	0.741	0.997
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.242	0.007	0.915
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.758	0.085	0.994
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.666	0.074	0.997
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.334	0.003	0.926
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.570	0.020	0.991
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.430	0.009	0.980
ENSG00000179915.16.in	ENSG00000179915.16	1810	0.000e+00	0.000e+00	0.090	0.000	0.574
ENSG00000179915.16.out	ENSG00000179915.16	1711	0.000e+00	0.000e+00	0.910	0.426	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.482	0.010	0.992
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.518	0.008	0.990
ENSG00000104723.16.in	ENSG00000104723.16	429	4.645e+01	3.113e+01	0.882	0.788	0.986
ENSG00000104723.16.out	ENSG00000104723.16	311	4.550e+00	4.207e+00	0.118	0.014	0.212
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.207	0.003	0.883
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.793	0.123	0.997
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.250	0.005	0.969
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.750	0.031	0.995
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.748	0.147	0.999
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.252	0.001	0.879
ENSG00000147439.7.in	ENSG00000147439.7	312	2.674e-01	2.465e-01	0.037	0.002	0.260
ENSG00000147439.7.out	ENSG00000147439.7	199	4.733e+00	6.838e+00	0.963	0.750	0.998
