tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.895	0.351	0.999
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.105	0.001	0.649
ENSG00000101363.8.in	ENSG00000101363.8	405	5.362e+00	4.864e+00	0.799	0.408	0.980
ENSG00000101363.8.out	ENSG00000101363.8	166	6.378e-01	1.411e+00	0.201	0.020	0.592
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.213	0.002	0.718
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.787	0.282	0.998
ENSG00000163867.12.in	ENSG00000163867.12	510	0.000e+00	0.000e+00	0.621	0.047	0.986
ENSG00000163867.12.out	ENSG00000163867.12	260	0.000e+00	0.000e+00	0.379	0.015	0.953
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.855	0.255	0.998
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.145	0.002	0.780
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.196	0.005	0.787
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.804	0.222	0.995
ENSG00000159063.8.in	ENSG00000159063.8	398	0.000e+00	0.000e+00	0.057	0.001	0.324
ENSG00000159063.8.out	ENSG00000159063.8	323	0.000e+00	0.000e+00	0.943	0.676	0.999
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.922	0.498	1.000
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.078	0.000	0.502
ENSG00000167977.4.in	ENSG00000167977.4	297	4.912e+00	6.076e+00	0.975	0.880	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	8.777e-02	1.573e-01	0.025	0.000	0.120
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.043	0.001	0.312
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.957	0.704	0.999
ENSG00000168137.11.in	ENSG00000168137.11	776	6.333e-01	2.998e-01	0.120	0.003	0.544
ENSG00000168137.11.out	ENSG00000168137.11	719	4.367e+00	2.231e+00	0.880	0.456	0.997
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.203	0.005	0.805
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.797	0.195	0.995
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.690	0.076	0.989
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.310	0.012	0.924
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.457	0.018	0.955
