tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.889	0.470	0.998
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.111	0.002	0.530
ENSG00000101363.8.in	ENSG00000101363.8	405	0.000e+00	0.000e+00	0.678	0.136	0.982
ENSG00000101363.8.out	ENSG00000101363.8	166	0.000e+00	0.000e+00	0.322	0.018	0.864
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.142	0.001	0.700
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.858	0.300	0.999
ENSG00000163867.12.in	ENSG00000163867.12	510	1.041e+01	1.085e+01	0.903	0.759	0.985
ENSG00000163867.12.out	ENSG00000163867.12	260	5.897e-01	1.205e+00	0.097	0.015	0.241
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.760	0.140	0.979
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.240	0.021	0.863
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.155	0.002	0.714
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.845	0.292	0.998
ENSG00000159063.8.in	ENSG00000159063.8	398	4.922e-01	6.571e-01	0.052	0.001	0.252
ENSG00000159063.8.out	ENSG00000159063.8	323	7.508e+00	1.235e+01	0.948	0.753	0.999
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.765	0.157	0.994
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.235	0.006	0.850
ENSG00000167977.4.in	ENSG00000167977.4	297	9.288e-01	1.662e+00	0.907	0.497	0.998
ENSG00000167977.4.out	ENSG00000167977.4	205	7.119e-02	1.845e-01	0.093	0.002	0.503
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.108	0.001	0.415
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.892	0.585	0.999
ENSG00000168137.11.in	ENSG00000168137.11	776	4.746e-01	3.250e-01	0.228	0.003	0.797
ENSG00000168137.11.out	ENSG00000168137.11	719	1.525e+00	1.127e+00	0.772	0.203	0.997
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.341	0.008	0.886
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.659	0.115	0.993
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.523	0.053	0.971
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.477	0.029	0.948
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.475	0.048	0.964
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.525	0.038	0.954
ENSG00000179915.16.in	ENSG00000179915.16	1810	1.488e-01	4.368e-02	0.047	0.000	0.359
ENSG00000179915.16.out	ENSG00000179915.16	1711	2.851e+00	8.855e-01	0.953	0.668	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.130	0.004	0.669
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.870	0.331	0.996
ENSG00000104723.16.in	ENSG00000104723.16	429	2.005e+01	2.484e+01	0.940	0.808	0.997
ENSG00000104723.16.out	ENSG00000104723.16	311	9.470e-01	1.618e+00	0.060	0.004	0.192
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.082	0.006	0.488
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.918	0.528	0.994
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.047	0.002	0.352
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.953	0.663	0.998
ENSG00000101955.10.in	ENSG00000101955.10	496	8.920e+00	9.556e+00	0.846	0.597	0.985
ENSG00000101955.10.out	ENSG00000101955.10	319	1.080e+00	1.799e+00	0.154	0.015	0.415
ENSG00000147439.7.in	ENSG00000147439.7	312	0.000e+00	0.000e+00	0.087	0.001	0.524
ENSG00000147439.7.out	ENSG00000147439.7	199	0.000e+00	0.000e+00	0.913	0.476	0.999
ENSG00000251022.2.in	ENSG00000251022.2	2069	2.220e+00	5.701e-01	0.271	0.015	0.723
ENSG00000251022.2.out	ENSG00000251022.2	1986	5.780e+00	1.547e+00	0.729	0.287	0.985
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.085	0.000	0.481
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.915	0.529	1.000
ENSG00000204574.8.in	ENSG00000204574.8	351	0.000e+00	0.000e+00	0.878	0.362	0.999
ENSG00000204574.8.out	ENSG00000204574.8	237	0.000e+00	0.000e+00	0.122	0.001	0.638
ENSG00000123374.6.in	ENSG00000123374.6	477	3.718e+00	4.142e+00	0.914	0.666	0.991
ENSG00000123374.6.out	ENSG00000123374.6	375	2.821e-01	3.998e-01	0.086	0.009	0.340
ENSG00000100796.13.in	ENSG00000100796.13	485	7.787e-01	8.532e-01	0.050	0.004	0.160
ENSG00000100796.13.out	ENSG00000100796.13	329	1.022e+01	1.651e+01	0.950	0.844	0.996
ENSG00000128908.11.in	ENSG00000128908.11	288	0.000e+00	0.000e+00	0.842	0.329	0.993
ENSG00000128908.11.out	ENSG00000128908.11	145	0.000e+00	0.000e+00	0.158	0.007	0.696
ENSG00000181355.16.in	ENSG00000181355.16	491	0.000e+00	0.000e+00	0.513	0.068	0.911
ENSG00000181355.16.out	ENSG00000181355.16	399	0.000e+00	0.000e+00	0.487	0.089	0.932
ENSG00000267470.1.in	ENSG00000267470.1	431	0.000e+00	0.000e+00	0.171	0.004	0.785
