tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.867	0.394	0.990
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.133	0.010	0.619
ENSG00000101363.8.in	ENSG00000101363.8	405	9.040e-01	1.416e+00	0.812	0.391	0.980
ENSG00000101363.8.out	ENSG00000101363.8	166	9.605e-02	3.671e-01	0.188	0.020	0.611
ENSG00000002746.10.in	ENSG00000002746.10	632	2.158e+00	2.166e+00	0.441	0.091	0.811
ENSG00000002746.10.out	ENSG00000002746.10	397	1.842e+00	2.944e+00	0.559	0.192	0.909
ENSG00000163867.12.in	ENSG00000163867.12	510	1.767e+00	2.199e+00	0.808	0.439	0.968
ENSG00000163867.12.out	ENSG00000163867.12	260	2.328e-01	5.681e-01	0.192	0.032	0.585
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.733	0.087	0.972
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.267	0.028	0.913
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.073	0.001	0.393
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.927	0.607	0.999
ENSG00000159063.8.in	ENSG00000159063.8	398	8.960e-02	1.428e-01	0.025	0.001	0.179
ENSG00000159063.8.out	ENSG00000159063.8	323	2.910e+00	5.717e+00	0.975	0.821	0.999
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.759	0.067	0.985
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.241	0.015	0.933
ENSG00000167977.4.in	ENSG00000167977.4	297	0.000e+00	0.000e+00	0.879	0.482	0.996
ENSG00000167977.4.out	ENSG00000167977.4	205	0.000e+00	0.000e+00	0.121	0.004	0.554
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.067	0.003	0.440
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.933	0.574	0.997
ENSG00000168137.11.in	ENSG00000168137.11	776	3.220e-01	2.633e-01	0.101	0.006	0.531
ENSG00000168137.11.out	ENSG00000168137.11	719	2.678e+00	2.363e+00	0.899	0.469	0.994
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.230	0.012	0.820
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.770	0.190	0.989
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.771	0.375	0.989
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.229	0.012	0.636
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.548	0.095	0.945
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.452	0.055	0.911
ENSG00000179915.16.in	ENSG00000179915.16	1810	2.104e-01	7.377e-02	0.101	0.006	0.470
ENSG00000179915.16.out	ENSG00000179915.16	1711	1.790e+00	6.636e-01	0.899	0.530	0.994
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.276	0.030	0.791
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.724	0.216	0.971
ENSG00000104723.16.in	ENSG00000104723.16	429	6.610e+00	9.777e+00	0.926	0.772	0.994
ENSG00000104723.16.out	ENSG00000104723.16	311	3.896e-01	7.948e-01	0.074	0.006	0.228
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.345	0.039	0.937
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.655	0.063	0.963
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.179	0.009	0.862
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.821	0.138	0.991
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.710	0.133	0.996
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.290	0.004	0.873
ENSG00000147439.7.in	ENSG00000147439.7	312	2.895e-01	5.888e-01	0.067	0.005	0.286
ENSG00000147439.7.out	ENSG00000147439.7	199	2.710e+00	8.642e+00	0.933	0.714	0.995
ENSG00000251022.2.in	ENSG00000251022.2	2069	1.871e+01	5.738e+00	0.525	0.265	0.872
ENSG00000251022.2.out	ENSG00000251022.2	1986	1.629e+01	5.204e+00	0.475	0.132	0.735
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.110	0.005	0.563
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.890	0.437	0.995
ENSG00000204574.8.in	ENSG00000204574.8	351	0.000e+00	0.000e+00	0.937	0.709	0.997
ENSG00000204574.8.out	ENSG00000204574.8	237	0.000e+00	0.000e+00	0.063	0.003	0.297
ENSG00000123374.6.in	ENSG00000123374.6	477	8.396e-01	1.117e+00	0.812	0.347	0.988
ENSG00000123374.6.out	ENSG00000123374.6	375	1.604e-01	2.714e-01	0.188	0.013	0.654
ENSG00000100796.13.in	ENSG00000100796.13	485	0.000e+00	0.000e+00	0.320	0.017	0.853
ENSG00000100796.13.out	ENSG00000100796.13	329	0.000e+00	0.000e+00	0.680	0.147	0.983
ENSG00000128908.11.in	ENSG00000128908.11	288	0.000e+00	0.000e+00	0.808	0.304	0.990
ENSG00000128908.11.out	ENSG00000128908.11	145	0.000e+00	0.000e+00	0.192	0.010	0.696
ENSG00000181355.16.in	ENSG00000181355.16	491	0.000e+00	0.000e+00	0.551	0.094	0.926
ENSG00000181355.16.out	ENSG00000181355.16	399	0.000e+00	0.000e+00	0.449	0.074	0.906
ENSG00000267470.1.in	ENSG00000267470.1	431	0.000e+00	0.000e+00	0.285	0.017	0.766
ENSG00000267470.1.out	ENSG00000267470.1	301	0.000e+00	0.000e+00	0.715	0.234	0.983
ENSG00000078018.15.in	ENSG00000078018.15	516	0.000e+00	0.000e+00	0.839	0.411	0.991
ENSG00000078018.15.out	ENSG00000078018.15	423	0.000e+00	0.000e+00	0.161	0.009	0.591
ENSG00000204604.5.in	ENSG00000204604.5	3864	1.425e+01	2.341e+00	0.326	0.060	0.702
ENSG00000204604.5.out	ENSG00000204604.5	3746	2.875e+01	4.869e+00	0.674	0.309	0.940
ENSG00000001629.5.in	ENSG00000001629.5	304	1.212e-01	2.530e-01	0.099	0.003	0.424
ENSG00000001629.5.out	ENSG00000001629.5	234	8.788e-01	2.383e+00	0.901	0.591	0.997
ENSG00000253554.1.in	ENSG00000253554.1	218	0.000e+00	0.000e+00	0.199	0.003	0.750
ENSG00000253554.1.out	ENSG00000253554.1	166	0.000e+00	0.000e+00	0.801	0.250	0.997
ENSG00000153113.19.in	ENSG00000153113.19	234	0.000e+00	0.000e+00	0.653	0.174	0.984
ENSG00000153113.19.out	ENSG00000153113.19	150	0.000e+00	0.000e+00	0.347	0.018	0.828
ENSG00000152969.12.in	ENSG00000152969.12	511	0.000e+00	0.000e+00	0.090	0.001	0.477
ENSG00000152969.12.out	ENSG00000152969.12	455	0.000e+00	0.000e+00	0.910	0.523	0.999
ENSG00000164116.12.in	ENSG00000164116.12	535	0.000e+00	0.000e+00	0.145	0.002	0.610
ENSG00000164116.12.out	ENSG00000164116.12	441	0.000e+00	0.000e+00	0.855	0.394	0.998
ENSG00000177294.6.in	ENSG00000177294.6	277	0.000e+00	0.000e+00	0.144	0.002	0.642
ENSG00000177294.6.out	ENSG00000177294.6	217	0.000e+00	0.000e+00	0.856	0.358	0.998
ENSG00000118762.3.in	ENSG00000118762.3	402	0.000e+00	0.000e+00	0.804	0.148	0.994
ENSG00000118762.3.out	ENSG00000118762.3	281	0.000e+00	0.000e+00	0.196	0.007	0.865
ENSG00000138613.9.in	ENSG00000138613.9	362	1.135e-01	1.989e-01	0.032	0.000	0.183
ENSG00000138613.9.out	ENSG00000138613.9	298	2.887e+00	6.146e+00	0.968	0.822	1.000
ENSG00000125686.7.in	ENSG00000125686.7	345	1.226e-01	2.255e-01	0.036	0.001	0.171
ENSG00000125686.7.out	ENSG00000125686.7	186	1.877e+00	6.404e+00	0.964	0.832	0.999
ENSG00000172456.12.in	ENSG00000172456.12	258	0.000e+00	0.000e+00	0.752	0.207	0.992
ENSG00000172456.12.out	ENSG00000172456.12	137	0.000e+00	0.000e+00	0.248	0.008	0.793
ENSG00000143842.10.in	ENSG00000143842.10	929	0.000e+00	0.000e+00	0.616	0.142	0.959
ENSG00000143842.10.out	ENSG00000143842.10	709	0.000e+00	0.000e+00	0.384	0.041	0.867
ENSG00000124782.15.in	ENSG00000124782.15	3874	0.000e+00	0.000e+00	0.810	0.318	0.991
ENSG00000124782.15.out	ENSG00000124782.15	3709	0.000e+00	0.000e+00	0.190	0.009	0.682
ENSG00000146839.14.in	ENSG00000146839.14	485	0.000e+00	0.000e+00	0.628	0.121	0.959
ENSG00000146839.14.out	ENSG00000146839.14	313	0.000e+00	0.000e+00	0.372	0.045	0.882
ENSG00000070081.11.in	ENSG00000070081.11	343	2.313e-01	4.278e-01	0.186	0.013	0.697
ENSG00000070081.11.out	ENSG00000070081.11	239	7.687e-01	2.041e+00	0.814	0.304	0.987
ENSG00000172987.8.in	ENSG00000172987.8	508	0.000e+00	0.000e+00	0.801	0.266	0.992
ENSG00000172987.8.out	ENSG00000172987.8	334	0.000e+00	0.000e+00	0.199	0.008	0.734
ENSG00000132356.7.in	ENSG00000132356.7	458	2.519e+00	3.490e+00	0.816	0.290	0.997
ENSG00000132356.7.out	ENSG00000132356.7	370	4.809e-01	8.246e-01	0.184	0.004	0.722
ENSG00000237773.1.in	ENSG00000237773.1	490	0.000e+00	0.000e+00	0.423	0.076	0.894
ENSG00000237773.1.out	ENSG00000237773.1	348	0.000e+00	0.000e+00	0.577	0.107	0.926
ENSG00000134744.9.in	ENSG00000134744.9	384	1.798e+00	2.971e+00	0.843	0.365	0.992
ENSG00000134744.9.out	ENSG00000134744.9	206	2.018e-01	6.216e-01	0.157	0.008	0.638
ENSG00000163714.13.in	ENSG00000163714.13	214	0.000e+00	0.000e+00	0.027	0.000	0.300
ENSG00000163714.13.out	ENSG00000163714.13	149	0.000e+00	0.000e+00	0.973	0.703	1.000
ENSG00000055483.15.in	ENSG00000055483.15	524	0.000e+00	0.000e+00	0.041	0.000	0.312
ENSG00000055483.15.out	ENSG00000055483.15	430	0.000e+00	0.000e+00	0.959	0.688	1.000
ENSG00000119778.10.in	ENSG00000119778.10	433	9.690e-01	1.420e+00	0.163	0.016	0.405
ENSG00000119778.10.out	ENSG00000119778.10	245	3.031e+00	7.849e+00	0.837	0.606	0.985
ENSG00000204634.8.in	ENSG00000204634.8	344	0.000e+00	0.000e+00	0.533	0.027	0.985
ENSG00000204634.8.out	ENSG00000204634.8	186	0.000e+00	0.000e+00	0.467	0.016	0.973
ENSG00000100106.15.in	ENSG00000100106.15	4478	0.000e+00	0.000e+00	0.616	0.057	0.988
ENSG00000100106.15.out	ENSG00000100106.15	4363	0.000e+00	0.000e+00	0.384	0.012	0.947
ENSG00000111859.12.in	ENSG00000111859.12	686	7.398e-01	6.843e-01	0.232	0.003	0.854
ENSG00000111859.12.out	ENSG00000111859.12	610	2.260e+00	2.351e+00	0.768	0.152	0.997
ENSG00000145063.10.in	ENSG00000145063.10	638	0.000e+00	0.000e+00	0.182	0.003	0.788
ENSG00000145063.10.out	ENSG00000145063.10	546	0.000e+00	0.000e+00	0.818	0.212	0.998
ENSG00000075711.16.in	ENSG00000075711.16	270	2.651e+00	6.230e+00	0.862	0.584	0.993
ENSG00000075711.16.out	ENSG00000075711.16	216	3.487e-01	1.024e+00	0.138	0.007	0.422
