tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.905	0.117	1.000
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.095	0.000	0.883
ENSG00000101363.8.in	ENSG00000101363.8	405	4.672e-01	1.855e-01	0.354	0.002	0.940
ENSG00000101363.8.out	ENSG00000101363.8	166	5.328e-01	5.161e-01	0.646	0.060	0.999
ENSG00000002746.10.in	ENSG00000002746.10	632	0.000e+00	0.000e+00	0.277	0.000	0.973
ENSG00000002746.10.out	ENSG00000002746.10	397	0.000e+00	0.000e+00	0.723	0.027	1.000
ENSG00000163867.12.in	ENSG00000163867.12	510	8.553e+00	2.697e+00	0.599	0.247	0.999
ENSG00000163867.12.out	ENSG00000163867.12	260	3.447e+00	2.132e+00	0.401	0.001	0.804
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.827	0.069	0.999
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.173	0.001	0.939
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.077	0.000	0.683
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.923	0.328	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	6.264e+00	2.531e+00	0.199	0.024	0.433
ENSG00000159063.8.out	ENSG00000159063.8	323	2.074e+01	1.032e+01	0.801	0.567	0.976
ENSG00000048740.13.in	ENSG00000048740.13	514	1.270e+01	3.974e+00	0.969	0.782	1.000
ENSG00000048740.13.out	ENSG00000048740.13	370	2.984e-01	1.297e-01	0.031	0.000	0.218
ENSG00000167977.4.in	ENSG00000167977.4	297	1.087e+01	5.888e+00	0.984	0.902	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	1.257e-01	9.862e-02	0.016	0.000	0.099
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.022	0.000	0.229
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.978	0.780	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	1.685e+01	3.492e+00	0.478	0.225	0.708
ENSG00000168137.11.out	ENSG00000168137.11	719	1.715e+01	3.835e+00	0.522	0.292	0.781
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.487	0.002	0.987
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.513	0.014	0.998
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.796	0.129	0.999
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.204	0.001	0.874
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.425	0.008	0.976
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.575	0.024	0.993
ENSG00000179915.16.in	ENSG00000179915.16	1810	0.000e+00	0.000e+00	0.016	0.000	0.115
ENSG00000179915.16.out	ENSG00000179915.16	1711	0.000e+00	0.000e+00	0.984	0.889	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.160	0.001	0.848
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.840	0.156	0.999
ENSG00000104723.16.in	ENSG00000104723.16	429	7.642e+01	2.864e+01	0.972	0.909	0.998
ENSG00000104723.16.out	ENSG00000104723.16	311	1.585e+00	8.193e-01	0.028	0.002	0.091
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.049	0.000	0.601
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.951	0.475	1.000
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.031	0.000	0.581
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.969	0.419	1.000
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.608	0.025	0.999
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.392	0.001	0.975
ENSG00000147439.7.in	ENSG00000147439.7	312	1.339e-01	6.902e-02	0.032	0.000	0.404
ENSG00000147439.7.out	ENSG00000147439.7	199	2.866e+00	2.316e+00	0.968	0.596	1.000
ENSG00000251022.2.in	ENSG00000251022.2	2069	1.285e+01	9.984e-01	0.105	0.016	0.348
ENSG00000251022.2.out	ENSG00000251022.2	1986	1.052e+02	8.514e+00	0.895	0.707	0.984
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.061	0.000	0.656
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.939	0.344	1.000
ENSG00000204574.8.in	ENSG00000204574.8	351	8.345e+00	3.823e+00	0.898	0.642	0.997
ENSG00000204574.8.out	ENSG00000204574.8	237	6.550e-01	4.444e-01	0.102	0.003	0.358
ENSG00000123374.6.in	ENSG00000123374.6	477	6.872e+00	2.317e+00	0.977	0.859	1.000
ENSG00000123374.6.out	ENSG00000123374.6	375	1.277e-01	5.478e-02	0.023	0.000	0.155
ENSG00000100796.13.in	ENSG00000100796.13	485	6.242e-01	2.069e-01	0.018	0.000	0.098
ENSG00000100796.13.out	ENSG00000100796.13	329	2.338e+01	1.143e+01	0.982	0.902	1.000
ENSG00000128908.11.in	ENSG00000128908.11	288	0.000e+00	0.000e+00	0.962	0.701	1.000
ENSG00000128908.11.out	ENSG00000128908.11	145	0.000e+00	0.000e+00	0.038	0.000	0.336
ENSG00000181355.16.in	ENSG00000181355.16	491	0.000e+00	0.000e+00	0.555	0.024	0.998
ENSG00000181355.16.out	ENSG00000181355.16	399	0.000e+00	0.000e+00	0.445	0.002	0.981
ENSG00000267470.1.in	ENSG00000267470.1	431	0.000e+00	0.000e+00	0.169	0.000	0.882
ENSG00000267470.1.out	ENSG00000267470.1	301	0.000e+00	0.000e+00	0.831	0.118	1.000
ENSG00000078018.15.in	ENSG00000078018.15	516	0.000e+00	0.000e+00	0.811	0.048	1.000
ENSG00000078018.15.out	ENSG00000078018.15	423	0.000e+00	0.000e+00	0.189	0.000	0.952
ENSG00000204604.5.in	ENSG00000204604.5	3864	6.467e+01	2.691e+00	0.950	0.898	0.996
ENSG00000204604.5.out	ENSG00000204604.5	3746	3.335e+00	1.432e-01	0.050	0.004	0.103
ENSG00000001629.5.in	ENSG00000001629.5	304	2.181e-01	1.154e-01	0.008	0.000	0.057
ENSG00000001629.5.out	ENSG00000001629.5	234	1.978e+01	1.359e+01	0.992	0.943	1.000
ENSG00000253554.1.in	ENSG00000253554.1	218	0.000e+00	0.000e+00	0.182	0.001	0.836
ENSG00000253554.1.out	ENSG00000253554.1	166	0.000e+00	0.000e+00	0.818	0.164	0.999
ENSG00000153113.19.in	ENSG00000153113.19	234	2.793e+00	1.919e+00	0.905	0.448	0.999
ENSG00000153113.19.out	ENSG00000153113.19	150	2.075e-01	2.224e-01	0.095	0.001	0.552
ENSG00000152969.12.in	ENSG00000152969.12	511	0.000e+00	0.000e+00	0.028	0.000	0.309
ENSG00000152969.12.out	ENSG00000152969.12	455	0.000e+00	0.000e+00	0.972	0.692	1.000
ENSG00000164116.12.in	ENSG00000164116.12	535	0.000e+00	0.000e+00	0.086	0.000	0.722
ENSG00000164116.12.out	ENSG00000164116.12	441	0.000e+00	0.000e+00	0.914	0.278	1.000
ENSG00000177294.6.in	ENSG00000177294.6	277	0.000e+00	0.000e+00	0.467	0.017	0.985
ENSG00000177294.6.out	ENSG00000177294.6	217	0.000e+00	0.000e+00	0.533	0.017	0.985
ENSG00000118762.3.in	ENSG00000118762.3	402	9.617e+00	3.847e+00	0.948	0.693	1.000
ENSG00000118762.3.out	ENSG00000118762.3	281	3.833e-01	2.193e-01	0.052	0.000	0.342
ENSG00000138613.9.in	ENSG00000138613.9	362	1.838e-01	8.165e-02	0.032	0.000	0.253
ENSG00000138613.9.out	ENSG00000138613.9	298	4.816e+00	2.599e+00	0.968	0.760	1.000
ENSG00000125686.7.in	ENSG00000125686.7	345	0.000e+00	0.000e+00	0.085	0.000	0.826
ENSG00000125686.7.out	ENSG00000125686.7	186	0.000e+00	0.000e+00	0.915	0.187	1.000
ENSG00000172456.12.in	ENSG00000172456.12	258	0.000e+00	0.000e+00	0.936	0.490	1.000
ENSG00000172456.12.out	ENSG00000172456.12	137	0.000e+00	0.000e+00	0.064	0.000	0.510
ENSG00000143842.10.in	ENSG00000143842.10	929	0.000e+00	0.000e+00	0.825	0.076	1.000
ENSG00000143842.10.out	ENSG00000143842.10	709	0.000e+00	0.000e+00	0.175	0.000	0.926
ENSG00000124782.15.in	ENSG00000124782.15	3874	0.000e+00	0.000e+00	0.920	0.480	1.000
