tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000170100.9.in	ENSG00000170100.9	303	0.000e+00	0.000e+00	0.875	0.018	1.000
ENSG00000170100.9.out	ENSG00000170100.9	176	0.000e+00	0.000e+00	0.125	0.000	0.985
ENSG00000101363.8.in	ENSG00000101363.8	405	2.177e-01	7.544e-02	0.124	0.000	0.602
ENSG00000101363.8.out	ENSG00000101363.8	166	7.823e-01	6.615e-01	0.876	0.401	1.000
ENSG00000002746.10.in	ENSG00000002746.10	632	1.923e-01	4.271e-02	0.021	0.000	0.143
ENSG00000002746.10.out	ENSG00000002746.10	397	5.808e+00	2.053e+00	0.979	0.869	1.000
ENSG00000163867.12.in	ENSG00000163867.12	510	0.000e+00	0.000e+00	0.623	0.001	0.993
ENSG00000163867.12.out	ENSG00000163867.12	260	0.000e+00	0.000e+00	0.377	0.007	0.999
ENSG00000113889.7.in	ENSG00000113889.7	366	0.000e+00	0.000e+00	0.848	0.219	1.000
ENSG00000113889.7.out	ENSG00000113889.7	258	0.000e+00	0.000e+00	0.152	0.000	0.799
ENSG00000169136.4.in	ENSG00000169136.4	720	0.000e+00	0.000e+00	0.110	0.000	0.745
ENSG00000169136.4.out	ENSG00000169136.4	555	0.000e+00	0.000e+00	0.890	0.255	1.000
ENSG00000159063.8.in	ENSG00000159063.8	398	5.209e-01	1.837e-01	0.020	0.000	0.136
ENSG00000159063.8.out	ENSG00000159063.8	323	2.148e+01	9.334e+00	0.980	0.866	1.000
ENSG00000048740.13.in	ENSG00000048740.13	514	0.000e+00	0.000e+00	0.899	0.284	1.000
ENSG00000048740.13.out	ENSG00000048740.13	370	0.000e+00	0.000e+00	0.101	0.000	0.734
ENSG00000167977.4.in	ENSG00000167977.4	297	0.000e+00	0.000e+00	0.975	0.712	1.000
ENSG00000167977.4.out	ENSG00000167977.4	205	0.000e+00	0.000e+00	0.025	0.000	0.288
ENSG00000203910.4.in	ENSG00000203910.4	430	0.000e+00	0.000e+00	0.104	0.000	0.651
ENSG00000203910.4.out	ENSG00000203910.4	199	0.000e+00	0.000e+00	0.896	0.349	1.000
ENSG00000168137.11.in	ENSG00000168137.11	776	1.037e+00	1.876e-01	0.249	0.001	0.740
ENSG00000168137.11.out	ENSG00000168137.11	719	2.963e+00	5.784e-01	0.751	0.260	0.999
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.608	0.004	0.995
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.392	0.005	0.996
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.715	0.058	0.998
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.285	0.002	0.942
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.651	0.030	0.995
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.349	0.005	0.970
ENSG00000179915.16.in	ENSG00000179915.16	1810	1.034e+00	8.020e-02	0.007	0.000	0.037
ENSG00000179915.16.out	ENSG00000179915.16	1711	1.490e+02	1.222e+01	0.993	0.964	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.229	0.001	0.893
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.771	0.107	0.999
ENSG00000104723.16.in	ENSG00000104723.16	429	1.295e+02	4.238e+01	0.955	0.872	0.988
ENSG00000104723.16.out	ENSG00000104723.16	311	4.479e+00	2.022e+00	0.045	0.012	0.128
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.171	0.000	0.946
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.829	0.062	1.000
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.046	0.000	0.373
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.954	0.678	1.000
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.685	0.027	0.999
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.315	0.001	0.977
